,GeneID,Symbol,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene
4589,5721,PSME2,PA28B|PA28beta|REGbeta,MIM:602161|HGNC:HGNC:9569|Ensembl:ENSG00000100911,14,14q12,proteasome activator subunit 2,protein-coding
4590,5723,PSPH,PSP|PSPHD,MIM:172480|HGNC:HGNC:9577|Ensembl:ENSG00000146733,7,7p11.2,phosphoserine phosphatase,protein-coding
4591,5724,PTAFR,PAFR,MIM:173393|HGNC:HGNC:9582|Ensembl:ENSG00000169403,1,1p35.3,platelet activating factor receptor,protein-coding
4592,5725,PTBP1,HNRNP-I|HNRNPI|HNRPI|PTB|PTB-1|PTB-T|PTB2|PTB3|PTB4|pPTB,MIM:600693|HGNC:HGNC:9583|Ensembl:ENSG00000011304,19,19p13.3,polypyrimidine tract binding protein 1,protein-coding
4594,5727,PTCH1,BCNS|NBCCS|PTC|PTC1|PTCH,MIM:601309|HGNC:HGNC:9585|Ensembl:ENSG00000185920,9,9q22.32,patched 1,protein-coding
4595,5728,PTEN,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|PTENbeta|TEP1,MIM:601728|HGNC:HGNC:9588|Ensembl:ENSG00000171862,10,10q23.31,phosphatase and tensin homolog,protein-coding
4596,5729,PTGDR,AS1|ASRT1|DP|DP1|PTGDR1,MIM:604687|HGNC:HGNC:9591|Ensembl:ENSG00000168229,14,14q22.1,prostaglandin D2 receptor,protein-coding
4597,5730,PTGDS,L-PGDS|LPGDS|PDS|PGD2|PGDS|PGDS2,MIM:176803|HGNC:HGNC:9592|Ensembl:ENSG00000107317,9,9q34.3,prostaglandin D2 synthase,protein-coding
4598,5731,PTGER1,EP1,MIM:176802|HGNC:HGNC:9593|Ensembl:ENSG00000160951,19,19p13.12,prostaglandin E receptor 1,protein-coding
4599,5732,PTGER2,EP2,MIM:176804|HGNC:HGNC:9594|Ensembl:ENSG00000125384,14,14q22.1,prostaglandin E receptor 2,protein-coding
4600,5733,PTGER3,EP3|EP3-I|EP3-II|EP3-III|EP3-IV|EP3-VI|EP3e|PGE2-R,MIM:176806|HGNC:HGNC:9595|Ensembl:ENSG00000050628,1,1p31.1,prostaglandin E receptor 3,protein-coding
4601,5734,PTGER4,EP4|EP4R,MIM:601586|HGNC:HGNC:9596|Ensembl:ENSG00000171522,5,5p13.1,prostaglandin E receptor 4,protein-coding
4604,5737,PTGFR,FP,MIM:600563|HGNC:HGNC:9600|Ensembl:ENSG00000122420,1,1p31.1,prostaglandin F receptor,protein-coding
4605,5738,PTGFRN,CD315|CD9P-1|EWI-F|FPRP|SMAP-6,MIM:601204|HGNC:HGNC:9601|Ensembl:ENSG00000134247,1,1p13.1,prostaglandin F2 receptor inhibitor,protein-coding
4606,5739,PTGIR,IP|PRIPR,MIM:600022|HGNC:HGNC:9602|Ensembl:ENSG00000160013,19,19q13.32,prostaglandin I2 receptor,protein-coding
4607,5740,PTGIS,CYP8|CYP8A1|PGIS|PTGI,MIM:601699|HGNC:HGNC:9603|Ensembl:ENSG00000124212,20,20q13.13,prostaglandin I2 synthase,protein-coding
4608,5741,PTH,PTH1,MIM:168450|HGNC:HGNC:9606|Ensembl:ENSG00000152266,11,11p15.3,parathyroid hormone,protein-coding
4609,5742,PTGS1,COX1|COX3|PCOX1|PES-1|PGG/HS|PGHS-1|PGHS1|PHS1|PTGHS,MIM:176805|HGNC:HGNC:9604|Ensembl:ENSG00000095303,9,9q33.2,prostaglandin-endoperoxide synthase 1,protein-coding
4610,5743,PTGS2,COX-2|COX2|GRIPGHS|PGG/HS|PGHS-2|PHS-2|hCox-2,MIM:600262|HGNC:HGNC:9605|Ensembl:ENSG00000073756,1,1q31.1,prostaglandin-endoperoxide synthase 2,protein-coding
4611,5744,PTHLH,BDE2|HHM|PLP|PTHR|PTHRP,MIM:168470|HGNC:HGNC:9607|Ensembl:ENSG00000087494,12,12p11.22,parathyroid hormone like hormone,protein-coding
4612,5745,PTH1R,EKNS|PFE|PTHR|PTHR1,MIM:168468|HGNC:HGNC:9608|Ensembl:ENSG00000160801,3,3p21.31,parathyroid hormone 1 receptor,protein-coding
4613,5746,PTH2R,PTHR2,MIM:601469|HGNC:HGNC:9609|Ensembl:ENSG00000144407,2,2q34,parathyroid hormone 2 receptor,protein-coding
4614,5747,PTK2,FADK|FAK|FAK1|FRNK|PPP1R71|p125FAK|pp125FAK,MIM:600758|HGNC:HGNC:9611|Ensembl:ENSG00000169398,8,8q24.3,protein tyrosine kinase 2,protein-coding
4615,5753,PTK6,BRK,MIM:602004|HGNC:HGNC:9617|Ensembl:ENSG00000101213,20,20q13.33,protein tyrosine kinase 6,protein-coding
4616,5754,PTK7,CCK-4|CCK4,MIM:601890|HGNC:HGNC:9618|Ensembl:ENSG00000112655,6,6p21.1,protein tyrosine kinase 7 (inactive),protein-coding
4617,5756,TWF1,A6|PTK9,MIM:610932|HGNC:HGNC:9620|Ensembl:ENSG00000151239,12,12q12,twinfilin actin binding protein 1,protein-coding
4618,5757,PTMA,TMSA,MIM:188390|HGNC:HGNC:9623|Ensembl:ENSG00000187514,2,2q37.1,prothymosin alpha,protein-coding
4623,5763,PTMS,ParaT,MIM:168440|HGNC:HGNC:9629|Ensembl:ENSG00000159335,12,12p13.31,parathymosin,protein-coding
4624,5764,PTN,HARP|HB-GAM|HBBM|HBGF-8|HBGF8|HBNF|HBNF-1|NEGF1|OSF-1,MIM:162095|HGNC:HGNC:9630|Ensembl:ENSG00000105894,7,7q33,pleiotrophin,protein-coding
4627,5768,QSOX1,Q6|QSCN6,MIM:603120|HGNC:HGNC:9756|Ensembl:ENSG00000116260,1,1q25.2,quiescin sulfhydryl oxidase 1,protein-coding
4629,5770,PTPN1,PTP1B,MIM:176885|HGNC:HGNC:9642|Ensembl:ENSG00000196396,20,20q13.13,protein tyrosine phosphatase non-receptor type 1,protein-coding
4630,5771,PTPN2,PTN2|PTPT|TC-PTP|TCELLPTP|TCPTP,MIM:176887|HGNC:HGNC:9650|Ensembl:ENSG00000175354,18,18p11.21,protein tyrosine phosphatase non-receptor type 2,protein-coding
4631,5774,PTPN3,PTP-H1|PTPH1,MIM:176877|HGNC:HGNC:9655|Ensembl:ENSG00000070159,9,9q31.3,protein tyrosine phosphatase non-receptor type 3,protein-coding
4632,5775,PTPN4,MEG|PTPMEG|PTPMEG1,MIM:176878|HGNC:HGNC:9656|Ensembl:ENSG00000088179,2,2q14.2,protein tyrosine phosphatase non-receptor type 4,protein-coding
4633,5777,PTPN6,HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1,MIM:176883|HGNC:HGNC:9658|Ensembl:ENSG00000111679,12,12p13.31,protein tyrosine phosphatase non-receptor type 6,protein-coding
4634,5778,PTPN7,BPTP-4|HEPTP|LC-PTP|LPTP|PTPNI,MIM:176889|HGNC:HGNC:9659|Ensembl:ENSG00000143851,1,1q32.1,protein tyrosine phosphatase non-receptor type 7,protein-coding
4635,5780,PTPN9,MEG2|PTPMEG2,MIM:600768|HGNC:HGNC:9661|Ensembl:ENSG00000169410,15,15q24.2,protein tyrosine phosphatase non-receptor type 9,protein-coding
4636,5781,PTPN11,BPTP3|CFC|JMML|METCDS|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2,MIM:176876|HGNC:HGNC:9644|Ensembl:ENSG00000179295,12,12q24.13,protein tyrosine phosphatase non-receptor type 11,protein-coding
4637,5782,PTPN12,PTP-PEST|PTPG1,MIM:600079|HGNC:HGNC:9645|Ensembl:ENSG00000127947,7,7q11.23,protein tyrosine phosphatase non-receptor type 12,protein-coding
4638,5783,PTPN13,FAP-1|PNP1|PTP-BAS|PTP-BL|PTP1E|PTPL1|PTPLE|hPTP1E,MIM:600267|HGNC:HGNC:9646|Ensembl:ENSG00000163629,4,4q21.3,protein tyrosine phosphatase non-receptor type 13,protein-coding
4639,5784,PTPN14,CATLPH|PEZ|PTP36,MIM:603155|HGNC:HGNC:9647|Ensembl:ENSG00000152104,1,1q32.3-q41,protein tyrosine phosphatase non-receptor type 14,protein-coding
4640,5786,PTPRA,HEPTP|HLPR|HPTPA|HPTPalpha|LRP|PTPA|PTPRL2|R-PTP-alpha|RPTPA,MIM:176884|HGNC:HGNC:9664|Ensembl:ENSG00000132670,20,20p13,protein tyrosine phosphatase receptor type A,protein-coding
4641,5787,PTPRB,HPTP-BETA|HPTPB|PTPB|R-PTP-BETA|VEPTP,MIM:176882|HGNC:HGNC:9665|Ensembl:ENSG00000127329,12,12q15,protein tyrosine phosphatase receptor type B,protein-coding
4642,5788,PTPRC,B220|CD45|CD45R|GP180|L-CA|LCA|LY5|T200,MIM:151460|HGNC:HGNC:9666|Ensembl:ENSG00000081237,1,1q31.3-q32.1,protein tyrosine phosphatase receptor type C,protein-coding
4643,5789,PTPRD,HPTP|HPTPD|HPTPDELTA|PTPD|RPTPDELTA,MIM:601598|HGNC:HGNC:9668|Ensembl:ENSG00000153707,9,9p24.1-p23,protein tyrosine phosphatase receptor type D,protein-coding
4644,5790,PTPRCAP,CD45-AP|LPAP,MIM:601577|HGNC:HGNC:9667|Ensembl:ENSG00000213402,11,11q13.2,protein tyrosine phosphatase receptor type C associated protein,protein-coding
4645,5791,PTPRE,HPTPE|PTPE|R-PTP-EPSILON,MIM:600926|HGNC:HGNC:9669|Ensembl:ENSG00000132334,10,10q26.2,protein tyrosine phosphatase receptor type E,protein-coding
4646,5792,PTPRF,BNAH2|LAR,MIM:179590|HGNC:HGNC:9670|Ensembl:ENSG00000142949,1,1p34.2,protein tyrosine phosphatase receptor type F,protein-coding
4647,5793,PTPRG,HPTPG|PTPG|R-PTP-GAMMA|RPTPG,MIM:176886|HGNC:HGNC:9671|Ensembl:ENSG00000144724,3,3p14.2,protein tyrosine phosphatase receptor type G,protein-coding
4648,5794,PTPRH,R-PTP-H|SAP1,MIM:602510|HGNC:HGNC:9672|Ensembl:ENSG00000080031,19,19q13.42,protein tyrosine phosphatase receptor type H,protein-coding
4649,5795,PTPRJ,CD148|DEP1|HPTPeta|R-PTP-ETA|SCC1,MIM:600925|HGNC:HGNC:9673|Ensembl:ENSG00000149177,11,11p11.2,protein tyrosine phosphatase receptor type J,protein-coding
4650,5796,PTPRK,R-PTP-kappa,MIM:602545|HGNC:HGNC:9674|Ensembl:ENSG00000152894,6,6q22.33,protein tyrosine phosphatase receptor type K,protein-coding
4651,5797,PTPRM,PTPRL1|R-PTP-MU|RPTPM|RPTPU|hR-PTPu,MIM:176888|HGNC:HGNC:9675|Ensembl:ENSG00000173482,18,18p11.23,protein tyrosine phosphatase receptor type M,protein-coding
4652,5798,PTPRN,IA-2|IA-2/PTP|IA2|ICA512|R-PTP-N,MIM:601773|HGNC:HGNC:9676|Ensembl:ENSG00000054356,2,2q35,protein tyrosine phosphatase receptor type N,protein-coding
4653,5799,PTPRN2,IA-2beta|IAR|ICAAR|PTPRP|R-PTP-N2,MIM:601698|HGNC:HGNC:9677|Ensembl:ENSG00000155093,7,7q36.3,protein tyrosine phosphatase receptor type N2,protein-coding
4654,5800,PTPRO,GLEPP1|NPHS6|PTP-OC|PTP-U2|PTPROT|PTPU2|R-PTP-O,MIM:600579|HGNC:HGNC:9678|Ensembl:ENSG00000151490,12,12p12.3|12p13-p12,protein tyrosine phosphatase receptor type O,protein-coding
4655,5801,PTPRR,EC-PTP|PCPTP1|PTP-SL|PTPBR7|PTPRQ,MIM:602853|HGNC:HGNC:9680|Ensembl:ENSG00000153233,12,12q15,protein tyrosine phosphatase receptor type R,protein-coding
4656,5802,PTPRS,PTPSIGMA|R-PTP-S|R-PTP-sigma,MIM:601576|HGNC:HGNC:9681|Ensembl:ENSG00000105426,19,19p13.3,protein tyrosine phosphatase receptor type S,protein-coding
4657,5803,PTPRZ1,HPTPZ|HPTPzeta|PTP-ZETA|PTP18|PTPRZ|PTPZ|R-PTP-zeta-2|RPTPB|RPTPbeta|phosphacan,MIM:176891|HGNC:HGNC:9685|Ensembl:ENSG00000106278,7,7q31.32,protein tyrosine phosphatase receptor type Z1,protein-coding
4659,5805,PTS,PTPS,MIM:612719|HGNC:HGNC:9689|Ensembl:ENSG00000150787,11,11q23.1,6-pyruvoyltetrahydropterin synthase,protein-coding
4660,5806,PTX3,TNFAIP5|TSG-14,MIM:602492|HGNC:HGNC:9692|Ensembl:ENSG00000163661,3,3q25.32,pentraxin 3,protein-coding
4661,5810,RAD1,HRAD1|REC1,MIM:603153|HGNC:HGNC:9806|Ensembl:ENSG00000113456,5,5p13.2,RAD1 checkpoint DNA exonuclease,protein-coding
4662,5813,PURA,MRD31|PUR-ALPHA|PUR1|PURALPHA,MIM:600473|HGNC:HGNC:9701|Ensembl:ENSG00000185129,5,5q31.3,purine rich element binding protein A,protein-coding
4663,5814,PURB,PURBETA,MIM:608887|HGNC:HGNC:9702|Ensembl:ENSG00000146676,7,7p13,purine rich element binding protein B,protein-coding
4664,5816,PVALB,D22S749,MIM:168890|HGNC:HGNC:9704|Ensembl:ENSG00000100362,22,22q12.3,parvalbumin,protein-coding
4665,5817,PVR,CD155|HVED|NECL5|Necl-5|PVS|TAGE4,MIM:173850|HGNC:HGNC:9705|Ensembl:ENSG00000073008,19,19q13.31,PVR cell adhesion molecule,protein-coding
4666,5818,NECTIN1,CD111|CLPED1|ED4|HIgR|HV1S|HVEC|OFC7|PRR|PRR1|PVRL1|PVRR|PVRR1|SK-12|nectin-1,MIM:600644|HGNC:HGNC:9706|Ensembl:ENSG00000110400,11,11q23.3,nectin cell adhesion molecule 1,protein-coding
4667,5819,NECTIN2,CD112|HVEB|PRR2|PVRL2|PVRR2,MIM:600798|HGNC:HGNC:9707|Ensembl:ENSG00000130202,19,19q13.32,nectin cell adhesion molecule 2,protein-coding
4669,5822,PWP2,EHOC-17|PWP2H|UTP1,MIM:601475|HGNC:HGNC:9711|Ensembl:ENSG00000241945,21,21q22.3,PWP2 small subunit processome component,protein-coding
4670,5824,PEX19,D1S2223E|HK33|PBD12A|PMP1|PMPI|PXF|PXMP1,MIM:600279|HGNC:HGNC:9713|Ensembl:ENSG00000162735,1,1q23.2,peroxisomal biogenesis factor 19,protein-coding
4671,5825,ABCD3,ABC43|CBAS5|PMP70|PXMP1|ZWS2,MIM:170995|HGNC:HGNC:67|Ensembl:ENSG00000117528,1,1p21.3,ATP binding cassette subfamily D member 3,protein-coding
4672,5826,ABCD4,ABC41|EST352188|MAHCJ|P70R|P79R|PMP69|PXMP1L,MIM:603214|HGNC:HGNC:68|Ensembl:ENSG00000119688,14,14q24.3,ATP binding cassette subfamily D member 4,protein-coding
4673,5827,PXMP2,PMP22,MIM:617399|HGNC:HGNC:9716|Ensembl:ENSG00000176894,12,12q24.33,peroxisomal membrane protein 2,protein-coding
4674,5828,PEX2,PAF1|PBD5A|PBD5B|PMP3|PMP35|PXMP3|RNF72|ZWS3,MIM:170993|HGNC:HGNC:9717|Ensembl:ENSG00000164751,8,8q21.13,peroxisomal biogenesis factor 2,protein-coding
4675,5829,PXN,-,MIM:602505|HGNC:HGNC:9718|Ensembl:ENSG00000089159,12,12q24.23,paxillin,protein-coding
4676,5830,PEX5,PBD2A|PBD2B|PTS1-BP|PTS1R|PXR1|RCDP5,MIM:600414|HGNC:HGNC:9719|Ensembl:ENSG00000139197,12,12p13.31,peroxisomal biogenesis factor 5,protein-coding
4677,5831,PYCR1,ARCL2B|ARCL3B|P5C|P5CR|PIG45|PP222|PRO3|PYCR,MIM:179035|HGNC:HGNC:9721|Ensembl:ENSG00000183010,17,17q25.3,pyrroline-5-carboxylate reductase 1,protein-coding
4678,5832,ALDH18A1,ADCL3|ARCL3A|GSAS|P5CS|PYCS|SPG9|SPG9A|SPG9B,MIM:138250|HGNC:HGNC:9722|Ensembl:ENSG00000059573,10,10q24.1,aldehyde dehydrogenase 18 family member A1,protein-coding
4679,5833,PCYT2,ET,MIM:602679|HGNC:HGNC:8756|Ensembl:ENSG00000185813,17,17q25.3,"phosphate cytidylyltransferase 2, ethanolamine",protein-coding
4680,5834,PYGB,GPBB,MIM:138550|HGNC:HGNC:9723|Ensembl:ENSG00000100994,20,20p11.21,glycogen phosphorylase B,protein-coding
4681,5836,PYGL,GSD6,MIM:613741|HGNC:HGNC:9725|Ensembl:ENSG00000100504,14,14q22.1,glycogen phosphorylase L,protein-coding
4682,5837,PYGM,-,MIM:608455|HGNC:HGNC:9726|Ensembl:ENSG00000068976,11,11q13.1,"glycogen phosphorylase, muscle associated",protein-coding
4683,5858,PZP,CPAMD6,MIM:176420|HGNC:HGNC:9750|Ensembl:ENSG00000126838,12,12p13.31,PZP alpha-2-macroglobulin like,protein-coding
4684,5859,QARS1,GLNRS|MSCCA|PRO2195|QARS,MIM:603727|HGNC:HGNC:9751|Ensembl:ENSG00000172053,3,3p21.31,glutaminyl-tRNA synthetase 1,protein-coding
4685,5860,QDPR,DHPR|HDHPR|PKU2|SDR33C1,MIM:612676|HGNC:HGNC:9752|Ensembl:ENSG00000151552,4,4p15.32,quinoid dihydropteridine reductase,protein-coding
4686,5861,RAB1A,RAB1|YPT1,MIM:179508|HGNC:HGNC:9758|Ensembl:ENSG00000138069,2,2p14,"RAB1A, member RAS oncogene family",protein-coding
4687,5862,RAB2A,LHX|RAB2,MIM:179509|HGNC:HGNC:9763|Ensembl:ENSG00000104388,8,8q12.1-q12.2,"RAB2A, member RAS oncogene family",protein-coding
4688,5863,RGL2,HKE1.5|KE1.5|RAB2L,MIM:602306|HGNC:HGNC:9769|Ensembl:ENSG00000237441,6,6p21.32,ral guanine nucleotide dissociation stimulator like 2,protein-coding
4689,5864,RAB3A,-,MIM:179490|HGNC:HGNC:9777|Ensembl:ENSG00000105649,19,19p13.11,"RAB3A, member RAS oncogene family",protein-coding
4690,5865,RAB3B,-,MIM:179510|HGNC:HGNC:9778|Ensembl:ENSG00000169213,1,1p32.3,"RAB3B, member RAS oncogene family",protein-coding
4691,5866,RAB3IL1,GRAB,HGNC:HGNC:9780|Ensembl:ENSG00000167994,11,11q12.2-q12.3,RAB3A interacting protein like 1,protein-coding
4692,5867,RAB4A,HRES-1|HRES-1/RAB4|HRES1|RAB4,MIM:179511|HGNC:HGNC:9781|Ensembl:ENSG00000168118,1,1q42.13,"RAB4A, member RAS oncogene family",protein-coding
4693,5868,RAB5A,RAB5,MIM:179512|HGNC:HGNC:9783|Ensembl:ENSG00000144566,3,3p24.3,"RAB5A, member RAS oncogene family",protein-coding
4694,5869,RAB5B,-,MIM:179514|HGNC:HGNC:9784|Ensembl:ENSG00000111540,12,12q13.2,"RAB5B, member RAS oncogene family",protein-coding
4695,5870,RAB6A,RAB6,MIM:179513|HGNC:HGNC:9786|Ensembl:ENSG00000175582,11,11q13.4,"RAB6A, member RAS oncogene family",protein-coding
4696,5871,MAP4K2,BL44|GCK|RAB8IP,MIM:603166|HGNC:HGNC:6864|Ensembl:ENSG00000168067,11,11q13.1,mitogen-activated protein kinase kinase kinase kinase 2,protein-coding
4697,5872,RAB13,GIG4,MIM:602672|HGNC:HGNC:9762|Ensembl:ENSG00000143545,1,1q21.3,"RAB13, member RAS oncogene family",protein-coding
4698,5873,RAB27A,GS2|HsT18676|RAB27|RAM,MIM:603868|HGNC:HGNC:9766|Ensembl:ENSG00000069974,15,15q21.3,"RAB27A, member RAS oncogene family",protein-coding
4699,5874,RAB27B,C25KG,MIM:603869|HGNC:HGNC:9767|Ensembl:ENSG00000041353,18,18q21.2,"RAB27B, member RAS oncogene family",protein-coding
4700,5875,RABGGTA,PTAR3,MIM:601905|HGNC:HGNC:9795|Ensembl:ENSG00000100949,14,14q12,Rab geranylgeranyltransferase subunit alpha,protein-coding
4701,5876,RABGGTB,GGTB,MIM:179080|HGNC:HGNC:9796|Ensembl:ENSG00000137955,1,1p31.1,Rab geranylgeranyltransferase subunit beta,protein-coding
4702,5877,RABIF,MSS4|RASGFR3|RASGRF3,MIM:603417|HGNC:HGNC:9797|Ensembl:ENSG00000183155,1,1q32.1,RAB interacting factor,protein-coding
4703,5878,RAB5C,L1880|RAB5CL|RAB5L|RABL,MIM:604037|HGNC:HGNC:9785|Ensembl:ENSG00000108774,17,17q21.2,"RAB5C, member RAS oncogene family",protein-coding
4704,5879,RAC1,MIG5|MRD48|Rac-1|TC-25|p21-Rac1,MIM:602048|HGNC:HGNC:9801|Ensembl:ENSG00000136238,7,7p22.1,Rac family small GTPase 1,protein-coding
4705,5880,RAC2,EN-7|Gx|HSPC022|p21-Rac2,MIM:602049|HGNC:HGNC:9802|Ensembl:ENSG00000128340,22,22q13.1,Rac family small GTPase 2,protein-coding
4706,5881,RAC3,-,MIM:602050|HGNC:HGNC:9803|Ensembl:ENSG00000169750,17,17q25.3,Rac family small GTPase 3,protein-coding
4707,5883,RAD9A,RAD9,MIM:603761|HGNC:HGNC:9827|Ensembl:ENSG00000172613,11,11q13.2,RAD9 checkpoint clamp component A,protein-coding
4708,5884,RAD17,CCYC|HRAD17|R24L|RAD17SP|RAD24,MIM:603139|HGNC:HGNC:9807|Ensembl:ENSG00000152942,5,5q13.2,RAD17 checkpoint clamp loader component,protein-coding
4709,5885,RAD21,CDLS4|HR21|HRAD21|MCD1|MGS|NXP1|SCC1|hHR21,MIM:606462|HGNC:HGNC:9811|Ensembl:ENSG00000164754,8,8q24.11,RAD21 cohesin complex component,protein-coding
4710,5886,RAD23A,HHR23A|HR23A,MIM:600061|HGNC:HGNC:9812|Ensembl:ENSG00000179262,19,19p13.13,"RAD23 homolog A, nucleotide excision repair protein",protein-coding
4711,5887,RAD23B,HHR23B|HR23B|P58,MIM:600062|HGNC:HGNC:9813|Ensembl:ENSG00000119318,9,9q31.2,"RAD23 homolog B, nucleotide excision repair protein",protein-coding
4712,5888,RAD51,BRCC5|FANCR|HRAD51|HsRad51|HsT16930|MRMV2|RAD51A|RECA,MIM:179617|HGNC:HGNC:9817|Ensembl:ENSG00000051180,15,15q15.1,RAD51 recombinase,protein-coding
4713,5889,RAD51C,BROVCA3|FANCO|R51H3|RAD51L2,MIM:602774|HGNC:HGNC:9820|Ensembl:ENSG00000108384,17,17q22,RAD51 paralog C,protein-coding
4714,5890,RAD51B,R51H2|RAD51L1|REC2,MIM:602948|HGNC:HGNC:9822|Ensembl:ENSG00000182185,14,14q24.1,RAD51 paralog B,protein-coding
4715,5891,MOK,RAGE|RAGE-1|RAGE1|STK30,MIM:605762|HGNC:HGNC:9833|Ensembl:ENSG00000080823,14,14q32.31,MOK protein kinase,protein-coding
4716,5892,RAD51D,BROVCA4|R51H3|RAD51L3|TRAD,MIM:602954|HGNC:HGNC:9823|Ensembl:ENSG00000185379,17,17q12,RAD51 paralog D,protein-coding
4717,5893,RAD52,-,MIM:600392|HGNC:HGNC:9824|Ensembl:ENSG00000002016,12,12p13.33,"RAD52 homolog, DNA repair protein",protein-coding
4718,5894,RAF1,CMD1NN|CRAF|NS5|Raf-1|c-Raf,MIM:164760|HGNC:HGNC:9829|Ensembl:ENSG00000132155,3,3p25.2,"Raf-1 proto-oncogene, serine/threonine kinase",protein-coding
4719,5896,RAG1,RAG-1|RNF74,MIM:179615|HGNC:HGNC:9831|Ensembl:ENSG00000166349,11,11p12,recombination activating 1,protein-coding
4720,5897,RAG2,RAG-2,MIM:179616|HGNC:HGNC:9832|Ensembl:ENSG00000175097,11,11p12,recombination activating 2,protein-coding
4721,5898,RALA,RAL,MIM:179550|HGNC:HGNC:9839|Ensembl:ENSG00000006451,7,7p14.1,RAS like proto-oncogene A,protein-coding
4722,5899,RALB,-,MIM:179551|HGNC:HGNC:9840|Ensembl:ENSG00000144118,2,2q14.2,RAS like proto-oncogene B,protein-coding
4723,5900,RALGDS,RGDS|RGF|RalGEF,MIM:601619|HGNC:HGNC:9842|Ensembl:ENSG00000160271,9,9q34.13-q34.2,ral guanine nucleotide dissociation stimulator,protein-coding
4724,5901,RAN,ARA24|Gsp1|TC4,MIM:601179|HGNC:HGNC:9846|Ensembl:ENSG00000132341,12,12q24.33,"RAN, member RAS oncogene family",protein-coding
4725,5902,RANBP1,HTF9A,MIM:601180|HGNC:HGNC:9847|Ensembl:ENSG00000099901,22,22q11.21,RAN binding protein 1,protein-coding
4726,5903,RANBP2,ADANE|ANE1|IIAE3|NUP358|TRP1|TRP2,MIM:601181|HGNC:HGNC:9848|Ensembl:ENSG00000153201,2,2q13,RAN binding protein 2,protein-coding
4727,5905,RANGAP1,Fug1|RANGAP|SD,MIM:602362|HGNC:HGNC:9854|Ensembl:ENSG00000100401,22,22q13.2,Ran GTPase activating protein 1,protein-coding
4728,5906,RAP1A,C21KG|G-22K|KREV-1|KREV1|RAP1|SMGP21,MIM:179520|HGNC:HGNC:9855|Ensembl:ENSG00000116473,1,1p13.2,"RAP1A, member of RAS oncogene family",protein-coding
4730,5908,RAP1B,K-REV|RAL1B,MIM:179530|HGNC:HGNC:9857|Ensembl:ENSG00000127314,12,12q15,"RAP1B, member of RAS oncogene family",protein-coding
4731,5909,RAP1GAP,RAP1GA1|RAP1GAP1|RAP1GAPII|RAPGAP,MIM:600278|HGNC:HGNC:9858|Ensembl:ENSG00000076864,1,1p36.12,RAP1 GTPase activating protein,protein-coding
4732,5910,RAP1GDS1,GDS1|SmgGDS,MIM:179502|HGNC:HGNC:9859|Ensembl:ENSG00000138698,4,4q23,Rap1 GTPase-GDP dissociation stimulator 1,protein-coding
4733,5911,RAP2A,K-REV|KREV|RAP2|RbBP-30,MIM:179540|HGNC:HGNC:9861|Ensembl:ENSG00000125249,13,13q32.1,"RAP2A, member of RAS oncogene family",protein-coding
4734,5912,RAP2B,-,MIM:179541|HGNC:HGNC:9862|Ensembl:ENSG00000181467,3,3q25.2,"RAP2B, member of RAS oncogene family",protein-coding
4735,5913,RAPSN,CMS11|CMS4C|FADS|FADS2|RAPSYN|RNF205,MIM:601592|HGNC:HGNC:9863|Ensembl:ENSG00000165917,11,11p11.2,receptor associated protein of the synapse,protein-coding
4736,5914,RARA,NR1B1|RAR,MIM:180240|HGNC:HGNC:9864|Ensembl:ENSG00000131759,17,17q21.2,retinoic acid receptor alpha,protein-coding
4737,5915,RARB,HAP|MCOPS12|NR1B2|RARbeta1|RRB2,MIM:180220|HGNC:HGNC:9865|Ensembl:ENSG00000077092,3,3p24.2,retinoic acid receptor beta,protein-coding
4738,5916,RARG,NR1B3|RARC,MIM:180190|HGNC:HGNC:9866|Ensembl:ENSG00000172819,12,12q13.13,retinoic acid receptor gamma,protein-coding
4739,5917,RARS1,ArgRS|DALRD1|HLD9|RARS,MIM:107820|HGNC:HGNC:9870|Ensembl:ENSG00000113643,5,5q34,arginyl-tRNA synthetase 1,protein-coding
4741,5919,RARRES2,HP10433|TIG2,MIM:601973|HGNC:HGNC:9868|Ensembl:ENSG00000106538,7,7q36.1,retinoic acid receptor responder 2,protein-coding
4742,5920,PLAAT4,HRASLS4|HRSL4|PLA1/2-3|PLAAT-4|RARRES3|RIG1|TIG3,MIM:605092|HGNC:HGNC:9869|Ensembl:ENSG00000133321,11,11q12.3,phospholipase A and acyltransferase 4,protein-coding
4743,5921,RASA1,CM-AVM|CMAVM|CMAVM1|GAP|PKWS|RASA|RASGAP|p120|p120GAP|p120RASGAP,MIM:139150|HGNC:HGNC:9871|Ensembl:ENSG00000145715,5,5q14.3,RAS p21 protein activator 1,protein-coding
4744,5922,RASA2,GAP1M,MIM:601589|HGNC:HGNC:9872|Ensembl:ENSG00000155903,3,3q23,RAS p21 protein activator 2,protein-coding
4745,5923,RASGRF1,CDC25|CDC25L|GNRP|GRF1|GRF55|H-GRF55|PP13187|ras-GRF1,MIM:606600|HGNC:HGNC:9875|Ensembl:ENSG00000058335,15,15q25.1,Ras protein specific guanine nucleotide releasing factor 1,protein-coding
